date,id,name,y_items,y_actual_cost,x_items,x_actual_cost
01/08/2018,P84004,FIVE OAKS FAMILIY PRACTICE,312,1396.85,0,0
01/09/2018,P84004,FIVE OAKS FAMILIY PRACTICE,314,1337.14,0,0
01/10/2018,P84004,FIVE OAKS FAMILIY PRACTICE,448,1822.67,0,0
01/11/2018,P84004,FIVE OAKS FAMILIY PRACTICE,386,1443.36,0,0
01/12/2018,P84004,FIVE OAKS FAMILIY PRACTICE,389,1265.84,0,0
01/01/2019,P84004,FIVE OAKS FAMILIY PRACTICE,473,1786.72,0,0
01/02/2019,P84004,FIVE OAKS FAMILIY PRACTICE,352,1383.64,0,0
01/03/2019,P84004,FIVE OAKS FAMILIY PRACTICE,391,1463.21,0,0
01/04/2019,P84004,FIVE OAKS FAMILIY PRACTICE,323,1282.53,0,0
01/05/2019,P84004,FIVE OAKS FAMILIY PRACTICE,333,1914.23,0,0
01/06/2019,P84004,FIVE OAKS FAMILIY PRACTICE,295,1148.53,0,0
01/07/2019,P84004,FIVE OAKS FAMILIY PRACTICE,380,1814.79,0,0
01/08/2019,P84004,FIVE OAKS FAMILIY PRACTICE,297,2065.56,0,0
01/09/2019,P84004,FIVE OAKS FAMILIY PRACTICE,372,2538.96,0,0
01/10/2014,P84005,THE VALLANCE CENTRE,203,919.79,0,0
01/11/2014,P84005,THE VALLANCE CENTRE,195,691.48,0,0
01/12/2014,P84005,THE VALLANCE CENTRE,246,856.15,0,0
01/01/2015,P84005,THE VALLANCE CENTRE,209,787.84,0,0
01/02/2015,P84005,THE VALLANCE CENTRE,174,693.4,0,0
01/03/2015,P84005,THE VALLANCE CENTRE,193,836.27,0,0
01/04/2015,P84005,THE VALLANCE CENTRE,174,925.76,0,0
01/05/2015,P84005,THE VALLANCE CENTRE,148,497.5,0,0
01/06/2015,P84005,THE VALLANCE CENTRE,144,659.27,0,0
01/07/2015,P84005,THE VALLANCE CENTRE,147,807.17,0,0
01/08/2015,P84005,THE VALLANCE CENTRE,124,1261.48,0,0
01/09/2015,P84005,THE VALLANCE CENTRE,149,676.66,0,0
01/10/2015,P84005,THE VALLANCE CENTRE,170,843.97,0,0
01/11/2015,P84005,THE VALLANCE CENTRE,168,1067.38,0,0
01/12/2015,P84005,THE VALLANCE CENTRE,192,1011.26,0,0
01/01/2016,P84005,THE VALLANCE CENTRE,151,1206.89,0,0
01/02/2016,P84005,THE VALLANCE CENTRE,198,1031.81,0,0
01/03/2016,P84005,THE VALLANCE CENTRE,224,900.67,0,0
01/04/2016,P84005,THE VALLANCE CENTRE,162,558.36,0,0
01/05/2016,P84005,THE VALLANCE CENTRE,141,477.16,0,0
01/06/2016,P84005,THE VALLANCE CENTRE,135,736.86,0,0
01/07/2016,P84005,THE VALLANCE CENTRE,134,799.48,0,0
01/08/2016,P84005,THE VALLANCE CENTRE,126,546.31,0,0
01/09/2016,P84005,THE VALLANCE CENTRE,122,907.38,0,0
01/10/2016,P84005,THE VALLANCE CENTRE,143,391.96,0,0
01/11/2016,P84005,THE VALLANCE CENTRE,138,514.14,0,0
01/12/2016,P84005,THE VALLANCE CENTRE,216,918.35,0,0
01/01/2017,P84005,THE VALLANCE CENTRE,152,592.89,0,0
01/02/2017,P84005,THE VALLANCE CENTRE,152,638.39,0,0
01/03/2017,P84005,THE VALLANCE CENTRE,191,797.31,0,0
01/04/2017,P84005,THE VALLANCE CENTRE,115,456.97,0,0
01/05/2017,P84005,THE VALLANCE CENTRE,115,533.94,0,0
01/06/2017,P84005,THE VALLANCE CENTRE,107,468.39,0,0
01/07/2017,P84005,THE VALLANCE CENTRE,87,345.34,0,0
01/08/2017,P84005,THE VALLANCE CENTRE,102,368.22,0,0
01/09/2017,P84005,THE VALLANCE CENTRE,75,218.28,0,0
01/10/2017,P84005,THE VALLANCE CENTRE,121,419.77,0,0
01/11/2017,P84005,THE VALLANCE CENTRE,146,353.3,0,0
01/12/2017,P84005,THE VALLANCE CENTRE,126,454.48,0,0
01/01/2018,P84005,THE VALLANCE CENTRE,170,463.58,0,0
01/02/2018,P84005,THE VALLANCE CENTRE,127,413.44,0,0
01/03/2018,P84005,THE VALLANCE CENTRE,146,517.28,0,0
01/04/2018,P84005,THE VALLANCE CENTRE,103,321.36,0,0
01/05/2018,P84005,THE VALLANCE CENTRE,87,572.86,0,0
01/06/2018,P84005,THE VALLANCE CENTRE,98,238.21,0,0
01/07/2018,P84005,THE VALLANCE CENTRE,104,604.48,0,0
01/08/2018,P84005,THE VALLANCE CENTRE,83,423.26,0,0
01/09/2018,P84005,THE VALLANCE CENTRE,93,590.31,0,0
01/10/2018,P84005,THE VALLANCE CENTRE,131,435.31,0,0
01/11/2018,P84005,THE VALLANCE CENTRE,150,706.74,0,0
01/12/2018,P84005,THE VALLANCE CENTRE,103,299.26,0,0
01/01/2019,P84005,THE VALLANCE CENTRE,144,387.27,0,0
01/02/2019,P84005,THE VALLANCE CENTRE,142,416.49,0,0
01/03/2019,P84005,THE VALLANCE CENTRE,121,371.76,0,0
01/04/2019,P84005,THE VALLANCE CENTRE,104,274.93,0,0
01/05/2019,P84005,THE VALLANCE CENTRE,114,752.56,0,0
01/06/2019,P84005,THE VALLANCE CENTRE,93,279.41,0,0
01/07/2019,P84005,THE VALLANCE CENTRE,83,655.68,0,0
01/08/2019,P84005,THE VALLANCE CENTRE,173,511.11,0,0
01/09/2019,P84005,THE VALLANCE CENTRE,130,448.83,0,0
01/10/2014,P84009,AILSA CRAIG MEDICAL CENTRE,357,2063.74,0,0
01/11/2014,P84009,AILSA CRAIG MEDICAL CENTRE,355,1518.7,0,0
01/12/2014,P84009,AILSA CRAIG MEDICAL CENTRE,438,2535.63,0,0
01/01/2015,P84009,AILSA CRAIG MEDICAL CENTRE,371,2168.6,0,0
01/02/2015,P84009,AILSA CRAIG MEDICAL CENTRE,299,2090.2,0,0
01/03/2015,P84009,AILSA CRAIG MEDICAL CENTRE,382,2175.14,0,0
01/04/2015,P84009,AILSA CRAIG MEDICAL CENTRE,288,1696.5,0,0
01/05/2015,P84009,AILSA CRAIG MEDICAL CENTRE,284,1823.12,0,0
01/06/2015,P84009,AILSA CRAIG MEDICAL CENTRE,305,1884.28,0,0
01/07/2015,P84009,AILSA CRAIG MEDICAL CENTRE,296,1721.9,0,0
01/08/2015,P84009,AILSA CRAIG MEDICAL CENTRE,222,1136.98,0,0
01/09/2015,P84009,AILSA CRAIG MEDICAL CENTRE,282,2120.93,0,0
01/10/2015,P84009,AILSA CRAIG MEDICAL CENTRE,361,2665.67,0,0
01/11/2015,P84009,AILSA CRAIG MEDICAL CENTRE,317,2149.96,0,0
01/12/2015,P84009,AILSA CRAIG MEDICAL CENTRE,321,1969.23,0,0
01/01/2016,P84009,AILSA CRAIG MEDICAL CENTRE,269,1432.27,0,0
01/02/2016,P84009,AILSA CRAIG MEDICAL CENTRE,292,1999.48,0,0
01/03/2016,P84009,AILSA CRAIG MEDICAL CENTRE,339,2000.18,0,0
01/04/2016,P84009,AILSA CRAIG MEDICAL CENTRE,290,1871.26,0,0
01/05/2016,P84009,AILSA CRAIG MEDICAL CENTRE,293,1678.19,0,0
01/06/2016,P84009,AILSA CRAIG MEDICAL CENTRE,249,1125.54,0,0
01/07/2016,P84009,AILSA CRAIG MEDICAL CENTRE,283,2737.93,0,0
01/08/2016,P84009,AILSA CRAIG MEDICAL CENTRE,258,1371.51,0,0
01/09/2016,P84009,AILSA CRAIG MEDICAL CENTRE,281,1869.44,0,0
01/10/2016,P84009,AILSA CRAIG MEDICAL CENTRE,312,1488.31,0,0
01/11/2016,P84009,AILSA CRAIG MEDICAL CENTRE,345,1821.56,0,0
01/12/2016,P84009,AILSA CRAIG MEDICAL CENTRE,373,2075.54,0,0
01/01/2017,P84009,AILSA CRAIG MEDICAL CENTRE,359,1511.74,0,0
01/02/2017,P84009,AILSA CRAIG MEDICAL CENTRE,316,1654.86,0,0
01/03/2017,P84009,AILSA CRAIG MEDICAL CENTRE,347,2314.94,0,0
01/04/2017,P84009,AILSA CRAIG MEDICAL CENTRE,279,1385.11,0,0
01/05/2017,P84009,AILSA CRAIG MEDICAL CENTRE,271,1739.37,0,0
01/06/2017,P84009,AILSA CRAIG MEDICAL CENTRE,288,1697.3,0,0
01/07/2017,P84009,AILSA CRAIG MEDICAL CENTRE,298,2639.8,0,0
01/08/2017,P84009,AILSA CRAIG MEDICAL CENTRE,235,1486.68,0,0
01/09/2017,P84009,AILSA CRAIG MEDICAL CENTRE,247,1543.63,0,0
01/10/2017,P84009,AILSA CRAIG MEDICAL CENTRE,308,1878.68,0,0
01/11/2017,P84009,AILSA CRAIG MEDICAL CENTRE,324,1636.58,0,0
01/12/2017,P84009,AILSA CRAIG MEDICAL CENTRE,333,2119.6,0,0
01/01/2018,P84009,AILSA CRAIG MEDICAL CENTRE,361,1186.42,0,0
01/02/2018,P84009,AILSA CRAIG MEDICAL CENTRE,396,1854.83,0,0
01/03/2018,P84009,AILSA CRAIG MEDICAL CENTRE,369,1912.29,0,0
01/04/2018,P84009,AILSA CRAIG MEDICAL CENTRE,310,1747.88,0,0
01/05/2018,P84009,AILSA CRAIG MEDICAL CENTRE,326,1487.32,0,0
01/06/2018,P84009,AILSA CRAIG MEDICAL CENTRE,294,1278.86,0,0
01/07/2018,P84009,AILSA CRAIG MEDICAL CENTRE,289,1415.53,0,0
01/08/2018,P84009,AILSA CRAIG MEDICAL CENTRE,257,2022.72,0,0
01/09/2018,P84009,AILSA CRAIG MEDICAL CENTRE,318,1839.65,0,0
01/10/2018,P84009,AILSA CRAIG MEDICAL CENTRE,341,2322.62,0,0
01/11/2018,P84009,AILSA CRAIG MEDICAL CENTRE,362,1612.07,0,0
01/12/2018,P84009,AILSA CRAIG MEDICAL CENTRE,350,1795.43,0,0
01/01/2019,P84009,AILSA CRAIG MEDICAL CENTRE,416,1699.66,0,0
01/02/2019,P84009,AILSA CRAIG MEDICAL CENTRE,298,1309.72,0,0
01/03/2019,P84009,AILSA CRAIG MEDICAL CENTRE,297,1819.17,0,0
01/04/2019,P84009,AILSA CRAIG MEDICAL CENTRE,287,1579.69,0,0
01/05/2019,P84009,AILSA CRAIG MEDICAL CENTRE,262,1404.55,0,0
01/06/2019,P84009,AILSA CRAIG MEDICAL CENTRE,291,2037.67,0,0
01/07/2019,P84009,AILSA CRAIG MEDICAL CENTRE,270,1659.73,0,0
01/08/2019,P84009,AILSA CRAIG MEDICAL CENTRE,272,1627.86,0,0
01/09/2019,P84009,AILSA CRAIG MEDICAL CENTRE,280,1426.68,0,0
01/10/2014,P84010,THE BORCHARDT MEDICAL CENTRE,423,1873.21,0,0
01/11/2014,P84010,THE BORCHARDT MEDICAL CENTRE,373,1654.89,0,0
01/12/2014,P84010,THE BORCHARDT MEDICAL CENTRE,460,2216.1,0,0
01/01/2015,P84010,THE BORCHARDT MEDICAL CENTRE,385,1891.61,0,0
01/02/2015,P84010,THE BORCHARDT MEDICAL CENTRE,383,2058.63,0,0
01/03/2015,P84010,THE BORCHARDT MEDICAL CENTRE,355,1926.93,0,0
01/04/2015,P84010,THE BORCHARDT MEDICAL CENTRE,355,2393.12,0,0
01/05/2015,P84010,THE BORCHARDT MEDICAL CENTRE,292,1601.36,0,0
01/06/2015,P84010,THE BORCHARDT MEDICAL CENTRE,329,2319.2,0,0
01/07/2015,P84010,THE BORCHARDT MEDICAL CENTRE,315,1742.01,0,0
01/08/2015,P84010,THE BORCHARDT MEDICAL CENTRE,284,1272.14,0,0
01/09/2015,P84010,THE BORCHARDT MEDICAL CENTRE,357,2049.26,0,0
01/10/2015,P84010,THE BORCHARDT MEDICAL CENTRE,375,1992.04,0,0
01/11/2015,P84010,THE BORCHARDT MEDICAL CENTRE,382,2164.17,0,0
01/12/2015,P84010,THE BORCHARDT MEDICAL CENTRE,410,2144.4,0,0
01/01/2016,P84010,THE BORCHARDT MEDICAL CENTRE,384,1926.74,0,0
01/02/2016,P84010,THE BORCHARDT MEDICAL CENTRE,388,1577.19,0,0
01/03/2016,P84010,THE BORCHARDT MEDICAL CENTRE,418,2021.29,0,0
01/04/2016,P84010,THE BORCHARDT MEDICAL CENTRE,363,1411.06,0,0
01/05/2016,P84010,THE BORCHARDT MEDICAL CENTRE,327,2035.73,0,0
01/06/2016,P84010,THE BORCHARDT MEDICAL CENTRE,378,2385.39,0,0
01/07/2016,P84010,THE BORCHARDT MEDICAL CENTRE,325,1620.56,0,0
01/08/2016,P84010,THE BORCHARDT MEDICAL CENTRE,326,1965.48,0,0
01/09/2016,P84010,THE BORCHARDT MEDICAL CENTRE,342,1927.02,0,0
01/10/2016,P84010,THE BORCHARDT MEDICAL CENTRE,358,1311.11,0,0
01/11/2016,P84010,THE BORCHARDT MEDICAL CENTRE,375,2429.13,0,0
01/12/2016,P84010,THE BORCHARDT MEDICAL CENTRE,417,2225.42,0,0
01/01/2017,P84010,THE BORCHARDT MEDICAL CENTRE,428,3657.74,0,0
01/02/2017,P84010,THE BORCHARDT MEDICAL CENTRE,371,1681.86,0,0
01/03/2017,P84010,THE BORCHARDT MEDICAL CENTRE,408,2478.62,0,0
01/04/2017,P84010,THE BORCHARDT MEDICAL CENTRE,343,1940.36,0,0
01/05/2017,P84010,THE BORCHARDT MEDICAL CENTRE,347,1918.05,0,0
01/06/2017,P84010,THE BORCHARDT MEDICAL CENTRE,377,3525.65,0,0
01/07/2017,P84010,THE BORCHARDT MEDICAL CENTRE,353,2118.18,0,0
01/08/2017,P84010,THE BORCHARDT MEDICAL CENTRE,336,2159.97,0,0
01/09/2017,P84010,THE BORCHARDT MEDICAL CENTRE,342,2057.92,0,0
01/10/2017,P84010,THE BORCHARDT MEDICAL CENTRE,413,2465.48,0,0
01/11/2017,P84010,THE BORCHARDT MEDICAL CENTRE,425,2467.85,0,0
01/12/2017,P84010,THE BORCHARDT MEDICAL CENTRE,468,2759.11,0,0
01/01/2018,P84010,THE BORCHARDT MEDICAL CENTRE,569,2947.72,0,0
01/02/2018,P84010,THE BORCHARDT MEDICAL CENTRE,481,2185.8,0,0
01/03/2018,P84010,THE BORCHARDT MEDICAL CENTRE,517,2800.93,0,0
01/04/2018,P84010,THE BORCHARDT MEDICAL CENTRE,455,2427.75,0,0
01/05/2018,P84010,THE BORCHARDT MEDICAL CENTRE,431,3492.74,0,0
01/06/2018,P84010,THE BORCHARDT MEDICAL CENTRE,436,3270.61,0,0
01/07/2018,P84010,THE BORCHARDT MEDICAL CENTRE,391,2433.92,0,0
01/08/2018,P84010,THE BORCHARDT MEDICAL CENTRE,393,2610.73,0,0
01/09/2018,P84010,THE BORCHARDT MEDICAL CENTRE,330,1887.19,0,0
01/10/2018,P84010,THE BORCHARDT MEDICAL CENTRE,444,3269.82,0,0
01/11/2018,P84010,THE BORCHARDT MEDICAL CENTRE,428,1941.42,0,0
01/12/2018,P84010,THE BORCHARDT MEDICAL CENTRE,415,2245.25,0,0
01/01/2019,P84010,THE BORCHARDT MEDICAL CENTRE,418,2236.04,0,0
01/02/2019,P84010,THE BORCHARDT MEDICAL CENTRE,392,1577.43,0,0
01/03/2019,P84010,THE BORCHARDT MEDICAL CENTRE,424,1991.34,0,0
01/04/2019,P84010,THE BORCHARDT MEDICAL CENTRE,385,1903.01,0,0
01/05/2019,P84010,THE BORCHARDT MEDICAL CENTRE,390,1394.43,0,0
01/06/2019,P84010,THE BORCHARDT MEDICAL CENTRE,353,1339.89,0,0
01/07/2019,P84010,THE BORCHARDT MEDICAL CENTRE,304,1148.97,0,0
01/08/2019,P84010,THE BORCHARDT MEDICAL CENTRE,371,1790.24,0,0
01/09/2019,P84010,THE BORCHARDT MEDICAL CENTRE,124,546.04,0,0
01/10/2014,P84012,NORTHENDEN GROUP PRACTICE,644,2992.22,0,0
01/11/2014,P84012,NORTHENDEN GROUP PRACTICE,634,2884.93,0,0
01/12/2014,P84012,NORTHENDEN GROUP PRACTICE,890,4249.1,0,0
01/01/2015,P84012,NORTHENDEN GROUP PRACTICE,736,3160.19,0,0
01/02/2015,P84012,NORTHENDEN GROUP PRACTICE,625,3230.8,0,0
01/03/2015,P84012,NORTHENDEN GROUP PRACTICE,763,4077.88,0,0
01/04/2015,P84012,NORTHENDEN GROUP PRACTICE,638,3847.56,0,0
01/05/2015,P84012,NORTHENDEN GROUP PRACTICE,615,3599.07,0,0
01/06/2015,P84012,NORTHENDEN GROUP PRACTICE,591,2949.93,0,0
01/07/2015,P84012,NORTHENDEN GROUP PRACTICE,639,3890.72,0,0
01/08/2015,P84012,NORTHENDEN GROUP PRACTICE,493,2926.99,0,0
01/09/2015,P84012,NORTHENDEN GROUP PRACTICE,570,3405.03,0,0
01/10/2015,P84012,NORTHENDEN GROUP PRACTICE,582,2808.7,0,0
01/11/2015,P84012,NORTHENDEN GROUP PRACTICE,699,4160.26,0,0
01/12/2015,P84012,NORTHENDEN GROUP PRACTICE,677,3405.83,0,0
01/01/2016,P84012,NORTHENDEN GROUP PRACTICE,633,3077.77,0,0
01/02/2016,P84012,NORTHENDEN GROUP PRACTICE,646,3058.84,0,0
01/03/2016,P84012,NORTHENDEN GROUP PRACTICE,735,4527.08,0,0
01/04/2016,P84012,NORTHENDEN GROUP PRACTICE,611,2925,0,0
01/05/2016,P84012,NORTHENDEN GROUP PRACTICE,581,2885.82,0,0
01/06/2016,P84012,NORTHENDEN GROUP PRACTICE,584,3111.37,0,0
01/07/2016,P84012,NORTHENDEN GROUP PRACTICE,582,3027.73,0,0
01/08/2016,P84012,NORTHENDEN GROUP PRACTICE,596,4141.8,0,0
01/09/2016,P84012,NORTHENDEN GROUP PRACTICE,554,3653.49,0,0
01/10/2016,P84012,NORTHENDEN GROUP PRACTICE,638,5068.3,0,0
01/11/2016,P84012,NORTHENDEN GROUP PRACTICE,642,4023.67,0,0
01/12/2016,P84012,NORTHENDEN GROUP PRACTICE,677,3628.01,0,0
01/01/2017,P84012,NORTHENDEN GROUP PRACTICE,604,3485.85,0,0
01/02/2017,P84012,NORTHENDEN GROUP PRACTICE,563,4415.38,0,0
01/03/2017,P84012,NORTHENDEN GROUP PRACTICE,595,3668.32,0,0
01/04/2017,P84012,NORTHENDEN GROUP PRACTICE,427,2841.21,0,0
01/05/2017,P84012,NORTHENDEN GROUP PRACTICE,498,2849.28,0,0
01/06/2017,P84012,NORTHENDEN GROUP PRACTICE,486,3987.9,0,0
01/07/2017,P84012,NORTHENDEN GROUP PRACTICE,425,2688.17,0,0
01/08/2017,P84012,NORTHENDEN GROUP PRACTICE,469,2716.75,0,0
01/09/2017,P84012,NORTHENDEN GROUP PRACTICE,490,2281.41,0,0
01/10/2017,P84012,NORTHENDEN GROUP PRACTICE,627,2685.02,0,0
01/11/2017,P84012,NORTHENDEN GROUP PRACTICE,571,3030.37,0,0
01/12/2017,P84012,NORTHENDEN GROUP PRACTICE,584,2537.34,0,0
01/01/2018,P84012,NORTHENDEN GROUP PRACTICE,689,2385.54,0,0
01/02/2018,P84012,NORTHENDEN GROUP PRACTICE,511,2329.87,0,0
01/03/2018,P84012,NORTHENDEN GROUP PRACTICE,595,2677.59,0,0
01/04/2018,P84012,NORTHENDEN GROUP PRACTICE,490,1837.91,0,0
01/05/2018,P84012,NORTHENDEN GROUP PRACTICE,497,2358.05,0,0
01/06/2018,P84012,NORTHENDEN GROUP PRACTICE,459,2329.11,0,0
01/07/2018,P84012,NORTHENDEN GROUP PRACTICE,447,1943.79,0,0
01/08/2018,P84012,NORTHENDEN GROUP PRACTICE,491,2751.44,0,0
01/09/2018,P84012,NORTHENDEN GROUP PRACTICE,449,2045.6,0,0
01/10/2018,P84012,NORTHENDEN GROUP PRACTICE,590,2380.19,0,0
01/11/2018,P84012,NORTHENDEN GROUP PRACTICE,569,2437.08,0,0
01/12/2018,P84012,NORTHENDEN GROUP PRACTICE,527,2098.42,0,0
01/01/2019,P84012,NORTHENDEN GROUP PRACTICE,652,2641.48,0,0
01/02/2019,P84012,NORTHENDEN GROUP PRACTICE,538,2264.94,0,0
01/03/2019,P84012,NORTHENDEN GROUP PRACTICE,529,2364.12,0,0
01/04/2019,P84012,NORTHENDEN GROUP PRACTICE,454,2703.36,0,0
01/05/2019,P84012,NORTHENDEN GROUP PRACTICE,469,2422.73,0,0
01/06/2019,P84012,NORTHENDEN GROUP PRACTICE,446,1986.58,0,0
01/07/2019,P84012,NORTHENDEN GROUP PRACTICE,514,3381.68,0,0
01/08/2019,P84012,NORTHENDEN GROUP PRACTICE,440,2188.55,0,0
01/09/2019,P84012,NORTHENDEN GROUP PRACTICE,433,2385.54,0,0
01/10/2014,P84014,RK MEDICAL PRACTICE,397,1423.76,0,0
01/11/2014,P84014,RK MEDICAL PRACTICE,382,1385.19,0,0
01/12/2014,P84014,RK MEDICAL PRACTICE,453,1424.85,0,0
01/01/2015,P84014,RK MEDICAL PRACTICE,466,1852.2,0,0
01/02/2015,P84014,RK MEDICAL PRACTICE,413,1572.35,0,0
01/03/2015,P84014,RK MEDICAL PRACTICE,472,2433.98,0,0
01/04/2015,P84014,RK MEDICAL PRACTICE,319,1557.85,0,0
01/05/2015,P84014,RK MEDICAL PRACTICE,314,1294.37,0,0
01/06/2015,P84014,RK MEDICAL PRACTICE,298,2062.36,0,0
01/07/2015,P84014,RK MEDICAL PRACTICE,342,1511.34,0,0
01/08/2015,P84014,RK MEDICAL PRACTICE,241,1219.3,0,0
01/09/2015,P84014,RK MEDICAL PRACTICE,279,1332.94,0,0
01/10/2015,P84014,RK MEDICAL PRACTICE,359,1483.45,0,0
01/11/2015,P84014,RK MEDICAL PRACTICE,356,2082.37,0,0
01/12/2015,P84014,RK MEDICAL PRACTICE,422,1370.98,0,0
01/01/2016,P84014,RK MEDICAL PRACTICE,336,977.51,0,0
01/02/2016,P84014,RK MEDICAL PRACTICE,294,1240.36,0,0
01/03/2016,P84014,RK MEDICAL PRACTICE,351,1235.67,0,0
01/04/2016,P84014,RK MEDICAL PRACTICE,312,1171.63,0,0
01/05/2016,P84014,RK MEDICAL PRACTICE,261,1225.72,0,0
01/06/2016,P84014,RK MEDICAL PRACTICE,273,1377.97,0,0
01/07/2016,P84014,RK MEDICAL PRACTICE,303,1732.33,0,0
01/08/2016,P84014,RK MEDICAL PRACTICE,302,1133,0,0
01/09/2016,P84014,RK MEDICAL PRACTICE,290,1342.54,0,0
01/10/2016,P84014,RK MEDICAL PRACTICE,332,1412.23,0,0
01/11/2016,P84014,RK MEDICAL PRACTICE,407,1374.35,0,0
01/12/2016,P84014,RK MEDICAL PRACTICE,432,2014.05,0,0
01/01/2017,P84014,RK MEDICAL PRACTICE,369,1649.82,0,0
01/02/2017,P84014,RK MEDICAL PRACTICE,336,1094.8,0,0
01/03/2017,P84014,RK MEDICAL PRACTICE,312,1367.73,0,0
01/04/2017,P84014,RK MEDICAL PRACTICE,282,1119.31,0,0
01/05/2017,P84014,RK MEDICAL PRACTICE,263,1678.71,0,0
01/06/2017,P84014,RK MEDICAL PRACTICE,299,1284.54,0,0
01/07/2017,P84014,RK MEDICAL PRACTICE,267,928.32,0,0
01/08/2017,P84014,RK MEDICAL PRACTICE,306,1030.33,0,0
01/09/2017,P84014,RK MEDICAL PRACTICE,330,872.65,0,0
01/10/2017,P84014,RK MEDICAL PRACTICE,336,1162.82,0,0
01/11/2017,P84014,RK MEDICAL PRACTICE,336,1334.49,0,0
01/12/2017,P84014,RK MEDICAL PRACTICE,320,1151.06,0,0
01/01/2018,P84014,RK MEDICAL PRACTICE,383,1279.97,0,0
01/02/2018,P84014,RK MEDICAL PRACTICE,343,882.65,0,0
01/03/2018,P84014,RK MEDICAL PRACTICE,393,1146.87,0,0
01/04/2018,P84014,RK MEDICAL PRACTICE,285,1105.91,0,0
01/05/2018,P84014,RK MEDICAL PRACTICE,319,983.75,0,0
