measure,org_type,org_id,org_name,date,numerator,denominator,calc_value,percentile
ktt9_antibiotics,practice,P84016,LEVENSHULME MEDICAL PRACTICE,2014-10-01,398.0,3580.9287636353,0.11114435004732,78.7258392675483
ktt9_antibiotics,practice,P84690,DAM HEAD MEDICAL CENTRE,2014-10-01,158.0,1383.21471881301,0.114226661884849,81.8285859613428
ktt9_antibiotics,practice,Y02849,CITY HEALTH CENTRE,2014-10-01,689.0,3302.25259578884,0.208645456401076,99.059003051882
ktt9_antibiotics,practice,P84682,BURNAGE HEALTHCARE PRACTICE,2014-10-01,117.0,1237.72247312478,0.0945284605721175,54.5523906408952
ktt9_antibiotics,practice,P84659,DR HUSSAIN'S PRACTICE,2014-10-01,84.0,0.0,,
ktt9_antibiotics,practice,P84056,PRINCESS ROAD SURGERY,2014-10-01,265.0,2350.70290355613,0.112732238344161,80.4043743641913
ktt9_antibiotics,practice,P84046,CHEETHAM HILL PRIMARY CARE CENTRE,2014-10-01,447.0,4676.84965067689,0.0955771584265714,56.4852492370295
ktt9_antibiotics,practice,P84051,EASTLANDS MEDICAL CENTRE,2014-10-01,318.0,2865.25354867364,0.110984942378732,78.5732451678535
ktt9_antibiotics,practice,P84018,MAULDETH MEDICAL CENTRE,2014-10-01,302.0,3060.51266224529,0.0986762785612668,61.5844354018311
ktt9_antibiotics,practice,P84055,MERSEYBANK SURGERY,2014-10-01,230.0,1350.3110156276,0.170331129153309,98.1434384537131
ktt9_antibiotics,practice,P84676,OSWALD ROAD MEDICAL PRACTICE,2014-10-01,199.0,2290.30791687956,0.0868878802423774,40.6917599186165
ktt9_antibiotics,practice,P84677,DIDSBURY MEDICAL CENTRE- DR ASHWORTH,2014-10-01,161.0,2837.99709627818,0.0567301496577073,4.93387589013225
ktt9_antibiotics,practice,P84057,KAYA PRACTICE,2014-10-01,0.0,0.0,,
ktt9_antibiotics,practice,P84045,THE PARK MEDICAL CENTRE,2014-10-01,385.0,2811.05878918978,0.136959070895478,93.9089521871821
ktt9_antibiotics,practice,P84611,"DR CHIU, KOH AND GAN",2014-10-01,266.0,2893.48676636994,0.0919306088044472,49.6439471007121
ktt9_antibiotics,practice,P84651,NORTHERN MOOR MEDICAL PRACTICE,2014-10-01,188.0,1566.72080271152,0.119995853552611,86.4191251271617
ktt9_antibiotics,practice,P84034,BARLOW MEDICAL CENTRE,2014-10-01,500.0,7093.53970776088,0.0704866710554903,15.030518819939
ktt9_antibiotics,practice,P84065,THE SINGH MEDICAL PRACTICE,2014-10-01,270.0,1923.93562668383,0.140337335748276,94.8372329603255
ktt9_antibiotics,practice,P84012,NORTHENDEN GROUP PRACTICE,2014-10-01,644.0,6331.69643375628,0.101710498400813,66.3021363173957
ktt9_antibiotics,practice,P84627,DR TIWARI'S PRACTICE,2014-10-01,94.0,965.264518158695,0.0973826326687229,59.5244150559512
ktt9_antibiotics,practice,Y02520,SIMPSON MEDICAL PRACTICE,2014-10-01,74.0,2463.05856668135,0.030043946579681,0.546795523906409
ktt9_antibiotics,practice,P84043,CORNISHWAY GROUP PRACTICE,2014-10-01,527.0,4676.34952164721,0.112694741391864,80.3407934893184
ktt9_antibiotics,practice,P84040,CONRAN MEDICAL CENTRE,2014-10-01,361.0,2649.35704807335,0.136259474827119,93.616480162767
ktt9_antibiotics,practice,P84023,SURREY LODGE PRACTICE,2014-10-01,386.0,4023.15700508964,0.0959445528751865,57.1083418107833
ktt9_antibiotics,practice,P84053,ASHCROFT SURGERY,2014-10-01,357.0,4022.76737091853,0.0887448781107334,43.5910478128179
ktt9_antibiotics,practice,P84030,NEW COLLEGIATE MEDICAL CENTRE,2014-10-01,739.0,6769.71787380771,0.109162599354283,76.322482197355
ktt9_antibiotics,practice,P84605,FERNCLOUGH SURGERY,2014-10-01,33.0,1085.77391374205,0.030393067638057,0.572227873855544
ktt9_antibiotics,practice,P84038,ASHVILLE SURGERY,2014-10-01,306.0,4175.81693498602,0.0732790744336172,18.5783316378433
ktt9_antibiotics,practice,P84025,ST GEORGE'S MEDICAL CENTRE,2014-10-01,651.0,3908.8212995291,0.166546370405428,97.9908443540183
ktt9_antibiotics,practice,P84019,VALENTINE MEDICAL CENTRE,2014-10-01,690.0,5753.18938034226,0.119933475918179,86.3809766022381
ktt9_antibiotics,practice,P84041,CORNERSTONE FAMILY PRACTICE,2014-10-01,475.0,3252.36775673283,0.146047444670637,95.9308240081383
ktt9_antibiotics,practice,P84059,LIME SQUARE MEDICAL CENTRE,2014-10-01,440.0,3122.78921647005,0.140899679581118,94.9898270600203
ktt9_antibiotics,practice,P84020,PEEL HALL MEDICAL CENTRE,2014-10-01,564.0,4443.60550695652,0.126923958285012,90.3992878942014
ktt9_antibiotics,practice,Y02325,CHARLESTOWN MD,2014-10-01,175.0,1721.57277132397,0.101651235959905,66.2385554425229
ktt9_antibiotics,practice,P84039,THE RANGE MEDICAL CENTRE,2014-10-01,211.0,4136.55081434028,0.0510086807754232,2.89928789420142
ktt9_antibiotics,practice,P84052,WEST GORTON MEDICAL PRACTICE,2014-10-01,396.0,3363.84358405823,0.117722477310391,84.6134282807731
ktt9_antibiotics,practice,P84683,THE DOC'S SURGERY,2014-10-01,152.0,2594.76755066787,0.058579428419658,5.72227873855544
ktt9_antibiotics,practice,P84014,RK MEDICAL PRACTICE,2014-10-01,397.0,2392.87957433218,0.165908892473537,97.9526958290946
ktt9_antibiotics,practice,P84630,THE ARCH MEDICAL PRACTICE,2014-10-01,372.0,6062.28181582871,0.0613630331451604,7.42624618514751
ktt9_antibiotics,practice,P84626,WILMSLOW ROAD SURGERY,2014-10-01,214.0,2289.46776437204,0.0934715060549001,52.6703967446592
ktt9_antibiotics,practice,P84026,DICKENSON ROAD MEDICAL CENTRE,2014-10-01,260.0,2974.16789371056,0.0874194091563625,41.6327568667345
ktt9_antibiotics,practice,P84035,BODEY MEDICAL CENTRE,2014-10-01,631.0,8450.53371328814,0.0746698399661759,20.1678535096643
ktt9_antibiotics,practice,P84063,DR CHEN & DAVIS,2014-10-01,0.0,0.0,,
ktt9_antibiotics,practice,Y02890,HAWTHORN MC,2014-10-01,499.0,1829.54250779071,0.272745780912505,99.351475076297
ktt9_antibiotics,practice,P84644,PARKSIDE SURGERY,2014-10-01,198.0,1831.10371406698,0.10813150477437,75.0762970498474
ktt9_antibiotics,practice,P84684,JOLLY MEDICAL CENTRE,2014-10-01,163.0,1550.18591038396,0.105148678560514,71.1851475076297
ktt9_antibiotics,practice,P84074,WELLFIELD MEDICAL CENTRE,2014-10-01,502.0,4688.44472114352,0.107071754037352,73.7410986775178
ktt9_antibiotics,practice,P84652,CORKLAND ROAD MEDICAL PRACTICE,2014-10-01,360.0,3481.67536141828,0.103398497168717,68.6291963377416
ktt9_antibiotics,practice,P84061,BROOKLANDS MEDICAL PRACTICE,2014-10-01,218.0,3043.13985588665,0.0716365367100368,16.3911495422177
ktt9_antibiotics,practice,P84047,DROYLSDEN RD FAMILY PRACTICE,2014-10-01,329.0,2839.78388774163,0.115853886424309,83.2019328585961
ktt9_antibiotics,practice,P84068,CHORLTON FAMILY PRACTICE,2014-10-01,306.0,5200.11140177381,0.0588448931874075,5.88758901322482
ktt9_antibiotics,practice,P84672,WOODLANDS MEDICAL PRACTICE,2014-10-01,213.0,1681.5000874715,0.126672607148235,90.233977619532
ktt9_antibiotics,practice,P84070,NEWTON HEATH MEDICAL CENTRE,2014-10-01,285.0,2994.03056173812,0.0951894091002696,55.8621566632757
ktt9_antibiotics,practice,P84029,BENCHILL MEDICAL PRACTICE,2014-10-01,803.0,4958.15336610994,0.161955458152763,97.6347914547304
ktt9_antibiotics,practice,P84637,DR KHAN'S PRACTICE,2014-10-01,146.0,1376.01945725616,0.106103150816726,72.5457782299084
ktt9_antibiotics,practice,P84067,HAZELDENE MEDICAL CENTRE,2014-10-01,505.0,3763.47244524862,0.13418458812886,93.1078331637843
ktt9_antibiotics,practice,P84679,WILLOWBANK SURGERY,2014-10-01,92.0,851.204563994623,0.108082127248299,75.0254323499491
ktt9_antibiotics,practice,P84066,DAVID MEDICAL CENTRE,2014-10-01,293.0,2219.80689706181,0.131993463209715,92.3067141403866
ktt9_antibiotics,practice,P84037,DR CUNNINGHAM & PARTNERS,2014-10-01,297.0,3412.13379068188,0.0870423078986734,40.9587995930824
ktt9_antibiotics,practice,P84010,THE BORCHARDT MEDICAL CENTRE,2014-10-01,423.0,5563.17057014231,0.0760357775600577,21.8591047812818
ktt9_antibiotics,practice,P84640,QUEENS MEDICAL CENTRE,2014-10-01,150.0,1511.72851002563,0.0992241655860923,62.5508646998983
ktt9_antibiotics,practice,P84032,DRS HANIF & BANNURU,2014-10-01,356.0,3419.29734604529,0.104114958124875,69.7609359104781
ktt9_antibiotics,practice,P84004,FIVE OAKS FAMILIY PRACTICE,2014-10-01,417.0,4577.88663446338,0.091090066945024,48.0925737538149
ktt9_antibiotics,practice,P84050,MOUNT ROAD SURGERY,2014-10-01,366.0,3737.90650471204,0.097915771713021,60.3382502543235
ktt9_antibiotics,practice,P84021,THE MAPLES MEDICAL CENTRE,2014-10-01,518.0,4234.99939186834,0.122314067150663,88.0086469989827
ktt9_antibiotics,practice,P84022,KINGSWAY MEDICAL PRACTICE,2014-10-01,299.0,3347.89845037578,0.0893097578770465,44.6210579857579
ktt9_antibiotics,practice,P84669,CORNBROOK MEDICAL PRACTICE,2014-10-01,348.0,4687.89244367402,0.0742337850497405,19.646490335707
ktt9_antibiotics,practice,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,2014-10-01,506.0,3825.94954611985,0.132254749807971,92.4211597151577
ktt9_antibiotics,practice,P84027,WEST POINT MEDICAL CENTRE,2014-10-01,296.0,3766.27722594592,0.0785921965491156,25.5976602238047
ktt9_antibiotics,practice,P84024,BOWLAND MEDICAL PRACTICE,2014-11-01,697.0,4127.45596003749,0.168869154934283,98.3341810783316
ktt9_antibiotics,practice,P84651,NORTHERN MOOR MEDICAL PRACTICE,2014-11-01,175.0,1566.72080271152,0.111698267934611,84.3591047812818
ktt9_antibiotics,practice,P84677,DIDSBURY MEDICAL CENTRE- DR ASHWORTH,2014-11-01,190.0,2837.99709627818,0.0669486238196545,15.1703967446592
ktt9_antibiotics,practice,P84644,PARKSIDE SURGERY,2014-11-01,198.0,1831.10371406698,0.10813150477437,80.9384537131231
ktt9_antibiotics,practice,P84039,THE RANGE MEDICAL CENTRE,2014-11-01,274.0,4136.55081434028,0.0662387608173742,14.2421159715158
ktt9_antibiotics,practice,P84017,LADYBARN GROUP PRACTICE,2014-11-01,447.0,5410.83838956494,0.0826119665414626,41.1495422177009
ktt9_antibiotics,practice,Y02890,HAWTHORN MC,2014-11-01,513.0,1829.54250779071,0.280397967150532,99.3006103763988
ktt9_antibiotics,practice,P84029,BENCHILL MEDICAL PRACTICE,2014-11-01,775.0,4958.15336610994,0.156308194356652,97.8001017293998
ktt9_antibiotics,practice,Y02849,CITY HEALTH CENTRE,2014-11-01,591.0,3302.25259578884,0.178968744169863,98.5757884028484
ktt9_antibiotics,practice,P84616,MANCHESTER MEDICAL,2014-11-01,247.0,3237.07600501061,0.0763034292731075,28.9038657171923
ktt9_antibiotics,practice,P84047,DROYLSDEN RD FAMILY PRACTICE,2014-11-01,323.0,2839.78388774163,0.113741049589823,85.7706002034588
ktt9_antibiotics,practice,P84023,SURREY LODGE PRACTICE,2014-11-01,366.0,4023.15700508964,0.0909733325189592,57.2227873855544
ktt9_antibiotics,practice,P84640,QUEENS MEDICAL CENTRE,2014-11-01,152.0,1511.72851002563,0.100547154460574,72.177009155646
ktt9_antibiotics,practice,P84042,FLORENCE HOUSE MEDICAL PRACTICE,2014-11-01,319.0,4217.625708413,0.0756349714398987,27.7848423194303
ktt9_antibiotics,practice,P84639,FALLOWFIELD MEDICAL CENTRE,2014-11-01,88.0,1060.3223359786,0.0829936303461742,41.8489318413021
ktt9_antibiotics,practice,P84683,THE DOC'S SURGERY,2014-11-01,137.0,2594.76755066787,0.0527985637729813,4.25991861648016
ktt9_antibiotics,practice,P84065,THE SINGH MEDICAL PRACTICE,2014-11-01,229.0,1923.93562668383,0.119026851430946,89.3565615462869
ktt9_antibiotics,practice,P84070,NEWTON HEATH MEDICAL CENTRE,2014-11-01,271.0,2994.03056173812,0.090513438126923,56.3453713123093
ktt9_antibiotics,practice,P84689,LONGSIGHT MEDICAL PRACTICE,2014-11-01,182.0,2241.0613381443,0.081211521033469,38.2502543234995
ktt9_antibiotics,practice,P84064,NEW ISLINGTON MEDICAL CENTRE,2014-11-01,216.0,1900.80306298986,0.113636180520587,85.6943031536114
ktt9_antibiotics,practice,P84659,DR HUSSAIN'S PRACTICE,2014-11-01,0.0,0.0,,
ktt9_antibiotics,practice,P84005,THE VALLANCE CENTRE,2014-11-01,195.0,3567.70539191956,0.0546569793687709,5.17548321464903
ktt9_antibiotics,practice,P84672,WOODLANDS MEDICAL PRACTICE,2014-11-01,191.0,1681.5000874715,0.113589051480342,85.6688708036623
ktt9_antibiotics,practice,P84045,THE PARK MEDICAL CENTRE,2014-11-01,350.0,2811.05878918978,0.124508246268616,91.9760935910478
ktt9_antibiotics,practice,P84048,TREGENNA GROUP PRACTICE,2014-11-01,429.0,3571.17616594926,0.120128489904941,90.0432349949135
ktt9_antibiotics,practice,P84046,CHEETHAM HILL PRIMARY CARE CENTRE,2014-11-01,473.0,4676.84965067689,0.101136456232144,72.8763987792472
ktt9_antibiotics,practice,P84043,CORNISHWAY GROUP PRACTICE,2014-11-01,466.0,4676.34952164721,0.0996503785362594,70.8926754832146
ktt9_antibiotics,practice,P84004,FIVE OAKS FAMILIY PRACTICE,2014-11-01,386.0,4577.88663446338,0.0843183833112213,44.5447609359105
ktt9_antibiotics,practice,P84663,THE NEVILLE FAMILY CENTRE,2014-11-01,238.0,2194.32238454427,0.108461729086098,81.383519837233
ktt9_antibiotics,practice,P84037,DR CUNNINGHAM & PARTNERS,2014-11-01,266.0,3412.13379068188,0.0779570838419095,31.675991861648
ktt9_antibiotics,practice,P84022,KINGSWAY MEDICAL PRACTICE,2014-11-01,247.0,3347.89845037578,0.0737776260723428,24.7583926754832
ktt9_antibiotics,practice,P84690,DAM HEAD MEDICAL CENTRE,2014-11-01,152.0,1383.21471881301,0.109888940547449,82.8077314343845
ktt9_antibiotics,practice,P84635,THE WHITSWOOD PRACTICE,2014-11-01,109.0,1776.48024664274,0.0613572823035846,9.58799593082401
ktt9_antibiotics,practice,P84071,WILBRAHAM SURGERY,2014-11-01,188.0,2275.85696544372,0.0826062458469774,41.1241098677518
ktt9_antibiotics,practice,P84665,AL-SHIFA MEDICAL CENTRE,2014-11-01,96.0,1344.52868128501,0.0714004850445063,21.1597151576806
ktt9_antibiotics,practice,P84682,BURNAGE HEALTHCARE PRACTICE,2014-11-01,106.0,1237.72247312478,0.0856411694072176,47.4567650050865
ktt9_antibiotics,practice,P84049,THE AVENUE MEDICAL CENTRE,2014-11-01,874.0,5602.46254380749,0.156002827893254,97.7873855544252
ktt9_antibiotics,practice,P84645,PARK VIEW MEDICAL CENTRE,2014-11-01,355.0,3276.86825429138,0.108335145770689,81.2182095625636
ktt9_antibiotics,practice,P84025,ST GEORGE'S MEDICAL CENTRE,2014-11-01,547.0,3908.8212995291,0.139939884196266,96.0198372329603
ktt9_antibiotics,practice,P84062,BROOKDALE SURGERY,2014-11-01,117.0,1522.54761484911,0.0768448873840936,29.883011190234
ktt9_antibiotics,practice,P84072,THE ROBERT DARBISHIRE PRACTICE,2014-11-01,559.0,9506.85312252266,0.0587996882665279,7.62970498474059
ktt9_antibiotics,practice,P84009,AILSA CRAIG MEDICAL CENTRE,2014-11-01,355.0,4620.30198685198,0.0768348045236492,29.8194303153611
ktt9_antibiotics,practice,Y01695,MP VICTORIA MILL,2014-11-01,149.0,1205.15570350903,0.123635476782095,91.6836215666328
ktt9_antibiotics,practice,P84032,DRS HANIF & BANNURU,2014-11-01,368.0,3419.29734604529,0.107624451095376,80.5569684638861
ktt9_antibiotics,practice,P84067,HAZELDENE MEDICAL CENTRE,2014-11-01,427.0,3763.47244524862,0.113459047784204,85.5417090539166
ktt9_antibiotics,practice,P84021,THE MAPLES MEDICAL CENTRE,2014-11-01,489.0,4234.99939186834,0.115466368410568,87.0422177009156
ktt9_antibiotics,practice,P84010,THE BORCHARDT MEDICAL CENTRE,2014-11-01,373.0,5563.17057014231,0.0670480969974031,15.3738555442523
ktt9_antibiotics,practice,P84631,ARTANE MEDICAL CENTRE,2014-11-01,117.0,1086.89351274741,0.107646240066565,80.5696846388606
ktt9_antibiotics,practice,P84061,BROOKLANDS MEDICAL PRACTICE,2014-11-01,223.0,3043.13985588665,0.0732795765428359,24.0844354018311
ktt9_antibiotics,practice,P84050,MOUNT ROAD SURGERY,2014-11-01,302.0,3737.90650471204,0.0807938881347878,37.2838250254323
ktt9_antibiotics,practice,P84669,CORNBROOK MEDICAL PRACTICE,2014-11-01,326.0,4687.89244367402,0.0695408446155615,18.705493387589
ktt9_antibiotics,practice,P84673,ANCOATS URBAN VILLAGE MEDICAL PRACTICE,2014-11-01,496.0,4252.7996044663,0.116629055241423,87.7670396744659
ktt9_antibiotics,practice,P84630,THE ARCH MEDICAL PRACTICE,2014-11-01,346.0,6062.28181582871,0.0570742190006061,6.65055951169888
ktt9_antibiotics,practice,P84041,CORNERSTONE FAMILY PRACTICE,2014-11-01,473.0,3252.36775673283,0.145432508061497,96.7573753814852
ktt9_antibiotics,practice,P84020,PEEL HALL MEDICAL CENTRE,2014-11-01,502.0,4443.60550695652,0.11297132457283,85.147507629705
ktt9_antibiotics,practice,P84063,DR CHEN & DAVIS,2014-11-01,0.0,0.0,,
ktt9_antibiotics,practice,P84026,DICKENSON ROAD MEDICAL CENTRE,2014-11-01,251.0,2974.16789371056,0.0843933526855654,44.7736520854527
ktt9_antibiotics,practice,P84027,WEST POINT MEDICAL CENTRE,2014-11-01,297.0,3766.27722594592,0.0788577107266464,33.3799593082401
ktt9_antibiotics,practice,Y02325,CHARLESTOWN MD,2014-11-01,139.0,1721.57277132397,0.0807401245624388,37.0930824008138
ktt9_antibiotics,practice,P84652,CORKLAND ROAD MEDICAL PRACTICE,2014-11-01,296.0,3481.67536141828,0.0850165421165006,46.057985757884
ktt9_antibiotics,practice,P84059,LIME SQUARE MEDICAL CENTRE,2014-11-01,439.0,3122.78921647005,0.140579453036615,96.1215666327569
ktt9_antibiotics,practice,P84012,NORTHENDEN GROUP PRACTICE,2014-11-01,634.0,6331.69643375628,0.100131142835583,71.5793489318413
ktt9_antibiotics,practice,P84676,OSWALD ROAD MEDICAL PRACTICE,2014-11-01,188.0,2290.30791687956,0.0820850325907887,40.0813835198372
ktt9_antibiotics,practice,P84074,WELLFIELD MEDICAL CENTRE,2014-11-01,385.0,4688.44472114352,0.0821167834748616,40.2085452695829
ktt9_antibiotics,practice,P84066,DAVID MEDICAL CENTRE,2014-11-01,268.0,2219.80689706181,0.120731222321514,90.3102746693795
ktt9_antibiotics,practice,P84057,KAYA PRACTICE,2014-11-01,0.0,0.0,,
ktt9_antibiotics,practice,P84627,DR TIWARI'S PRACTICE,2014-11-01,88.0,965.264518158695,0.0911667199451874,57.5406917599186
ktt9_antibiotics,practice,P84679,WILLOWBANK SURGERY,2014-11-01,70.0,851.204563994623,0.0822364011671842,40.4501525940997
ktt9_antibiotics,practice,P84030,NEW COLLEGIATE MEDICAL CENTRE,2014-11-01,699.0,6769.71787380771,0.103253933624687,75.8265513733469
ktt9_antibiotics,practice,P84605,FERNCLOUGH SURGERY,2014-11-01,32.0,1085.77391374205,0.0294720655884189,0.81383519837233
ktt9_antibiotics,practice,P84056,PRINCESS ROAD SURGERY,2014-11-01,222.0,2350.70290355613,0.0944398374052969,63.2375381485249
ktt9_antibiotics,practice,P84051,EASTLANDS MEDICAL CENTRE,2014-11-01,309.0,2865.25354867364,0.107843859103862,80.7731434384537
ktt9_antibiotics,practice,P84019,VALENTINE MEDICAL CENTRE,2014-11-01,671.0,5753.18938034226,0.116630959914635,87.7797558494405
ktt9_antibiotics,practice,P84028,GORTON MEDICAL CENTRE,2014-11-01,662.0,4594.65037721474,0.144080603669632,96.5793489318413
ktt9_antibiotics,practice,P84052,WEST GORTON MEDICAL PRACTICE,2014-11-01,324.0,3363.84358405823,0.0963183905266839,65.9587995930824
ktt9_antibiotics,practice,P84626,WILMSLOW ROAD SURGERY,2014-11-01,227.0,2289.46776437204,0.099149681656366,70.1678535096643
ktt9_antibiotics,practice,P84033,BEACON MEDICAL CENTRE,2014-11-01,294.0,2090.63796613024,0.140626930517383,96.1597151576806
ktt9_antibiotics,practice,P84611,"DR CHIU, KOH AND GAN",2014-11-01,241.0,2893.48676636994,0.0832905139919991,42.5610376398779
ktt9_antibiotics,practice,Y02520,SIMPSON MEDICAL PRACTICE,2014-11-01,75.0,2463.05856668135,0.0304499458577848,0.890132248219735
ktt9_antibiotics,practice,P84684,JOLLY MEDICAL CENTRE,2014-11-01,167.0,1550.18591038396,0.10772901423071,80.6841302136317
ktt9_antibiotics,practice,P84038,ASHVILLE SURGERY,2014-11-01,326.0,4175.81693498602,0.0780685564227425,31.8794506612411
ktt9_antibiotics,practice,P84650,THE ALEXANDRA PRACTICE,2014-11-01,180.0,3106.65350703308,0.0579401595937566,7.13377416073245
ktt9_antibiotics,practice,P84014,RK MEDICAL PRACTICE,2014-11-01,382.0,2392.87957433218,0.159640294521136,98.0162767039674
ktt9_antibiotics,practice,P84034,BARLOW MEDICAL CENTRE,2014-11-01,489.0,7093.53970776088,0.0689359642922696,17.853509664293
ktt9_antibiotics,practice,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,2014-11-01,561.0,3825.94954611985,0.146630266091446,96.9354018311292
ktt9_antibiotics,practice,P84018,MAULDETH MEDICAL CENTRE,2014-11-01,361.0,3060.51266224529,0.117954094571581,88.6826042726348
ktt9_antibiotics,practice,Y02960,NEW BANK HEALTH,2014-11-01,213.0,2363.17850371208,0.0901328442457563,55.8494404883011
ktt9_antibiotics,practice,P84637,DR KHAN'S PRACTICE,2014-11-01,161.0,1376.01945725616,0.11700415946228,88.0086469989827
ktt9_antibiotics,practice,P84035,BODEY MEDICAL CENTRE,2014-11-01,686.0,8450.53371328814,0.0811783046224987,38.1993896236012
ktt9_antibiotics,practice,P84068,CHORLTON FAMILY PRACTICE,2014-11-01,286.0,5200.11140177381,0.0549988217372502,5.40437436419125
ktt9_antibiotics,practice,P84040,CONRAN MEDICAL CENTRE,2014-11-01,269.0,2649.35704807335,0.101534068499986,73.4359104781282
ktt9_antibiotics,practice,P84016,LEVENSHULME MEDICAL PRACTICE,2014-11-01,450.0,3580.9287636353,0.125665722415312,92.5737538148525
ktt9_antibiotics,practice,P84055,MERSEYBANK SURGERY,2014-11-01,196.0,1350.3110156276,0.145151744843689,96.7446592065107
ktt9_antibiotics,practice,P84623,ALEESHAN MEDICAL CENTRE,2014-11-01,29.0,592.704135410534,0.0489282903010509,3.09003051881994
ktt9_antibiotics,practice,P84054,WHITLEY ROAD MEDICAL CENTRE,2014-11-01,462.0,3540.45094557345,0.130491851773184,94.1887080366226
ktt9_antibiotics,practice,P84053,ASHCROFT SURGERY,2014-11-01,326.0,4022.76737091853,0.0810387402355716,37.9069175991862
ktt9_antibiotics,practice,P84028,GORTON MEDICAL CENTRE,2014-12-01,729.0,4594.65037721474,0.15866277956973,88.9242115971516
ktt9_antibiotics,practice,Y02520,SIMPSON MEDICAL PRACTICE,2014-12-01,222.0,2463.05856668135,0.0901318397390429,18.0061037639878
ktt9_antibiotics,practice,P84010,THE BORCHARDT MEDICAL CENTRE,2014-12-01,460.0,5563.17057014231,0.0826866611764221,12.1693794506612
ktt9_antibiotics,practice,P84041,CORNERSTONE FAMILY PRACTICE,2014-12-01,630.0,3252.36775673283,0.19370503187895,96.7192268565615
